lemma,translit,gloss
μενοῦνγε,men-oon'-geh,"nay but, yea doubtless (rather, verily)"
μερίζω,mer-id'-zo,"deal, be difference between, distribute, divide, give participle"
μερίς,mer-ece',part (X -akers)
μεριμνάω,mer-im-nah'-o,"(be, have) care(-ful), take thought"
μερισμός,mer-is-mos',"dividing asunder, gift"
μεριστής,mer-is-tace',divider
μεσίτης,mes-ee'-tace,mediator
μεσημβρία,mes-ame-bree'-ah,"noon, south"
μεσιτεύω,mes-it-yoo'-o,confirm
μεσονύκτιον,mes-on-ook'-tee-on,midnight
μεσουράνημα,mes-oo-ran'-ay-mah,midst of heaven
μεστός,mes-tos',full
μεστόω,mes-to'-o,fill
μεσότοιχον,mes-ot'-oy-khon,middle wall
μεσόω,mes-o'-o,be about the midst
μετά,met-ah',"after(-ward), X that he again, against, among, X and, + follow, hence, hereafter, in, of, (up-)on, + our, X and setting, since, (un-)to, + together, when, with (+ -out)"
μετάγω,met-ag'-o,turn about
μετάθεσις,met-ath'-es-is,"change, removing, translation"
μετάλημψις,met-al'-ape-sis,taking
μετάνοια,met-an'-oy-ah,repentance
μετέπειτα,met-ep'-i-tah,afterward
μετέχω,met-ekh'-o,"be partaker, pertain, take part, use"
μεταίρω,met-ah'-ee-ro,depart
μεταβάλλω,met-ab-al'-lo,change mind
μεταβαίνω,met-ab-ah'-ee-no,"depart, go, pass, remove"
μεταδίδωμι,met-ad-id'-o-mee,"give, impart"
μετακαλέω,met-ak-al-eh'-o,"call (for, hither)"
μετακινέω,met-ak-ee-neh'-o,move away
μεταλαμβάνω,met-al-am-ban'-o,"eat, have, be partaker, receive, take"
μεταλλάσσω,met-al-las'-so,change
μεταμέλλομαι,met-am-el'-lom-ahee,repent (self)
μεταμορφόω,met-am-or-fo'-o,"change, transfigure, transform"
μετανοέω,met-an-o-eh'-o,repent
μεταξύ,met-ax-oo',"between, mean while, next"
μεταπέμπω,met-ap-emp'-o,call (send) for
μεταστρέφω,met-as-tref'-o,"pervert, turn"
μετασχηματίζω,met-askh-ay-mat-id'-zo,"transfer, transform (self)"
μετατίθημι,met-at-ith'-ay-mee,"carry over, change, remove, translate, turn"
μετεωρίζω,met-eh-o-rid'-zo,be of doubtful mind
μετοικίζω,met-oy-kid'-zo,"carry away, remove into"
μετοικεσία,met-oy-kes-ee'-ah,"X brought, carried(-ying) away (in-)to"
μετοχή,met-okh-ay',fellowship
μετρέω,met-reh'-o,"measure, mete"
μετρίως,met-ree'-oce,a little
μετρητής,met-ray-tace',firkin
μετριοπαθέω,met-ree-op-ath-eh'-o,have compassion
μεῖζον,mide'-zon,the more
μηδέ,may-deh',"neither, nor (yet), (no) not (once, so much as)"
μηδέποτε,may-dep'-ot-eh,never
μηδέπω,may-dep'-o,not yet
μηδαμῶς,may-dam-oce',not so
μηδείς,may-dice',"any (man, thing), no (man), none, not (at all, any man, a whit), nothing, + without delay"
μηκέτι,may-ket'-ee,"any longer, (not) henceforth, hereafter, no henceforward (longer, more, soon), not any more"
μηκύνω,may-koo'-no,grow up
μηλωτή,may-lo-tay',sheepskin
μηνύω,may-noo'-o,"shew, tell"
μηρός,may-ros',thigh
μητραλῴας,may-tral-o'-as,murderer of mothers
μητρόπολις,may-trop'-ol-is,chiefest city
μιαίνω,me-ah'-ee-no,defile
μιασμός,mee-as-mos',uncleanness
μικρόν,mik-ron',a (little) (while)
μικρός,mik-ros',"least, less, little, small"
μιμέομαι,mim-eh'-om-ahee,follow
μιμητής,mim-ay-tace',follower
μιμνήσκω,mim-nace'-ko,"be mindful, remember"
μισέω,mis-eh'-o,hate(-ful)
μισθαποδοσία,mis-thap-od-os-ee'-ah,recompence of reward
μισθαποδότης,mis-thap-od-ot'-ace,rewarder
μισθωτός,mis-tho-tos',"hired servant, hireling"
μισθός,mis-thos',"hire, reward, wages"
μισθόω,mis-tho'-o,hire
μνάομαι,mnah'-om-ahee,"be mindful, remember, come (have) in remembrance"
μνήμη,mnay'-may,remembrance
μνεία,mni'-ah,"mention, remembrance"
μνημεῖον,mnay-mi'-on,"grave, sepulchre, tomb"
μνημονεύω,mnay-mon-yoo'-o,"make mention; be mindful, remember"
μνημόσυνον,mnay-mos'-oo-non,memorial
μνηστεύω,mnace-tyoo'-o,espouse
μνᾶ,mnah,pound
μνῆμα,mnay'-mah,"grave, sepulchre, tomb"
μοί,moy,"I, me, mine, my"
μογιλάλος,mog-il-al'-os,having an impediment in his speech
μοιχάω,moy-khah'-o,commit adultery
μοιχαλίς,moy-khal-is',"adulteress(-ous, -y)"
μοιχεία,moy-khi'-ah,adultery
μοιχεύω,moy-khyoo'-o,commit adultery
μοιχός,moy-khos',adulterer
μολυσμός,mol-oos-mos',filthiness
μολύνω,mol-oo'-no,defile
μομφή,mom-fay',quarrel
μονή,mon-ay',"abode, mansion"
μονογενής,mon-og-en-ace',"only (begotten, child)"
μονόφθαλμος,mon-of'-thal-mos,with one eye
μονόω,mon-o'-o,be desolate
μορφή,mor-fay',form
μορφόω,mor-fo'-o,form
μοσχοποιέω,mos-khop-oy-eh'-o,make a calf
μουσικός,moo-sik-os',musician
μοῦ,moo,"I, me, mine (own), my"
μυέω,moo-eh'-o,instruct
μυελός,moo-el-os',marrow
μυκάομαι,moo-kah'-om-ahee,roar
μυκτηρίζω,mook-tay-rid'-zo,mock
μυλικός,moo-lee-kos',mill(-stone)
μυρίζω,moo-rid'-zo,anoint
μυριάς,moo-ree'-as,ten thousand
μυστήριον,moos-tay'-ree-on,mystery
μυωπάζω,moo-ope-ad'-zo,cannot see far off
μωμάομαι,mo-mah'-om-ahee,blame
μωρία,mo-ree'-ah,foolishness
μωραίνω,mo-rah'-ee-no,"become fool, make foolish, lose savour"
μωρολογία,mo-rol-og-ee'-ah,foolish talking
μωρός,mo-ros',"fool(-ish, X -ishness)"
μόγις,mog'-is,hardly
μόδιος,mod'-ee-os,bushel
μόλις,mol'-is,"hardly, scarce(-ly), + with much work"
μόνον,mon'-on,"alone, but, only"
μόνος,mon'-os,"alone, only, by themselves"
μόρφωσις,mor'-fo-sis,form
μόσχος,mos'-khos,calf
μόχθος,mokh'-thos,"painfulness, travail"
μύλος,moo'-los,millstone
μύλων,moo'-lone,mill
μύριοι,moo'-ree-oi,ten thousand
μύρον,moo'-ron,ointment
μώλωψ,mo'-lopes,stripe
μὴ οὐκ,may ook,"neither (followed by no), + never, not"
μᾶλλον,mal'-lon,"+ better, X far, (the) more (and more), (so) much (the more), rather"
μῆκος,may'-kos,length (literally or figuratively) length
μῦθος,moo'-thos,fable
μῶμος,mo'-mos,blemish
νάρδος,nar'dos,(spike-)nard
νέκρωσις,nek'-ro-sis,"deadness, dying"
νέος,neh'-os,"new, young"
νέφος,nef'-os,cloud
νή,nay,I protest by
νήθω,nay'-tho,spin
νήπιος,nay'-pee-os,"babe, child (+ -ish)"
νήφω,nay'-fo,"be sober, watch"
νίκη,nee'-kay,victory
νίπτω,nip'-to,wash
ναί,nahee,"even so, surely, truth, verily, yea, yes"
ναυαγέω,now-ag-eh'-o,make (suffer) shipwreck
ναός,nah-os',"shrine, temple"
ναύκληρος,now'-klay-ros,owner of a ship
ναύτης,now'-tace,"sailor, shipman"
ναῦς,nowce,ship
νεανίας,neh-an-ee'-as,young man
νεανίσκος,neh-an-is'-kos,young man
νεκρός,nek-ros',dead
νεκρόω,nek-ro'-o,"be dead, mortify"
νεοσσός,neh-os-sos',young
νεφέλη,nef-el'-ay,cloud
νεφρός,nef-ros',reins
νεωκόρος,neh-o-kor'-os,worshipper
νεωτερικός,neh-o-ter'-ik-os,youthful
νεότης,neh-ot'-ace,youth
νεόφυτος,neh-of'-oo-tos,novice
νεύω,nyoo'-o,beckon
νηπιάζω,nay-pee-ad'-zo,be a child
νησίον,nay-see'-on,island
νηστεία,nace-ti'-ah,fast(-ing)
νηστεύω,nace-tyoo'-o,fast
νηφάλεος,nay-fal'-eh-os,sober
νικάω,nik-ah'-o,"conquer, overcome, prevail, get the victory"
νιπτήρ,nip-tare',bason
νοιέω,noy-eh'-o,"consider, perceive, think, understand"
νομή,nom-ay',"X eat, pasture"
νομίζω,nom-id'-zo,"suppose, thing, be wont"
νομίμως,nom-im'-oce,lawfully
νομικός,nom-ik-os',"about the law, lawyer"
νομοδιδάσκαλος,nom-od-id-as'-kal-os,doctor (teacher) of the law
νομοθέτης,nom-oth-et'-ace,lawgiver
νομοθεσία,nom-oth-es-ee'-ah,giving of the law
νομοθετέω,nom-oth-et-eh'-o,"establish, receive the law"
νοσέω,nos-eh'-o,dote
νοσσίον,nos-see'-on,chicken
νοσσιά,nos-see-ah',brood
νοσφίζομαι,nos-fid'-zom-ahee,"keep back, purloin"
νουθεσία,noo-thes-ee'-ah,admonition
νουθετέω,noo-thet-eh'-o,"admonish, warn"
νουμηνία,noo-may-nee'-ah,new moon
νουνεχῶς,noon-ekh-oce',discreetly
νοῦς,nooce,"mind, understanding"
νυμφίος,noom-fee'-os,bridegroom
νυμφών,noom-fohn',bridechamber
νυνί,noo-nee',now
νυστάζω,noos-tad'-zo,slumber
νυχθήμερον,nookh-thay'-mer-on,night and day
νωθρός,no-thros',"dull, slothful"
νόημα,no'-ay-mah,"device, mind, thought"
νόθος,noth'-os,bastard
νόμισμα,nom'-is-mah,money
νόμος,nom'-os,law
νόσημα,nos'-ay-ma,disease
νόσος,nos'-os,"disease, infirmity, sickness"
νότος,not'-os,south (wind)
νύμφη,noom-fay',"bride, daughter in law"
νύξ,noox,(mid-)night
νύσσω,noos'-so,pierce
νῆσος,nay'-sos,"island, isle"
νῆστις,nace'-tis,fasting
νῖκος,nee'-kos,victory
νῦν,noon,"henceforth, + hereafter, of late, soon, present, this (time)"
νῶτος,no'-tos,back
ξένος,xen'-os,"host, strange(-r)"
ξέστης,xes'-tace,pot
ξενία,xen-ee'-ah,lodging
ξενίζω,xen-id'-zo,"entertain, lodge, (think it) strange"
ξενοδοχέω,xen-od-okh-eh'-o,lodge strangers
ξηραίνω,xay-rah'-ee-no,"dry up, pine away, be ripe, wither (away)"
ξηρός,xay-ros',"dry land, withered"
ξυράω,xoo-rah'-o,shave
ξύλινος,xoo'-lin-os,of wood
ξύλον,xoo'-lon,"staff, stocks, tree, wood"
οἰκέτης,oy-ket'-ace,(household) servant
οἰκέω,oy-keh'-o,dwell
οἰκία,oy-kee'-ah,"home, house(-hold)"
οἰκεῖος,oy-ki'-os,(those) of the (his own) house(-hold)
οἰκητήριον,oy-kay-tay'-ree-on,"habitation, house"
οἰκιακός,oy-kee-ak-os',they (them) of (his own) household
οἰκοδεσποτέω,oy-kod-es-pot-eh'-o,guide the house
οἰκοδεσπότης,oy-kod-es-pot'-ace,"goodman (of the house), householder, master of the house"
οἰκοδομέω,oy-kod-om-eh'-o,"(be in) build(-er, -ing, up), edify, embolden"
οἰκοδομή,oy-kod-om-ay',"building, edify(-ication, -ing)"
οἰκοδομία,oy-kod-om-ee'-ah,edifying
οἰκονομέω,oy-kon-om-eh'-o,be steward
οἰκονομία,oy-kon-om-ee'-ah,"dispensation, stewardship"
οἰκονόμος,oy-kon-om'-os,"chamberlain, governor, steward"
οἰκουμένη,oy-kou-men'-ay,"earth, world"
οἰκουρός,oy-koo-ros',keeper at home
οἰκτίρμων,oyk-tir'-mone,"merciful, of tender mercy"
οἰκτείρω,oyk-ti'-ro,have compassion on
οἰκτιρμός,oyk-tir-mos',mercy
οἰνοπότης,oy-nop-ot'-ace,winebibber
οἰνοφλυγία,oy-nof-loog-ee'-ah,excess of wine
οἴκημα,oy'-kay-mah,prison
οἴομαι,oy'-om-ahee,"suppose, think"
οἶκος,oy'-kos,"home, house(-hold), temple"
οἶνος,oy'-nos,wine
οἷος,hoy'-os,"so (as), such as, what (manner of), which"
οὐ,oo,"+ long, nay, neither, never, no (X man), none, (can-)not, + nothing, + special, un(-worthy), when, + without, + yet but"
οὐ μή,oo may,"any more, at all, by any (no) means, neither, never, no (at all), in no case (wise), nor ever, not (at all, in any wise)"
οὐά,oo-ah',ah
οὐαί,oo-ah'-ee,"alas, woe"
οὐδέ,oo-deh',"neither (indeed), never, no (more, nor, not), nor (yet), (also, even, then) not (even, so much as), + nothing, so much as"
οὐδέποτε,oo-dep'-ot-eh,"neither at any time, never, nothing at any time"
οὐδέπω,oo-dep'-o,"as yet not, never before (yet), (not) yet"
οὐδαμῶς,oo-dam-oce',not
οὐδείς,oo-dice',"any (man), aught, man, neither any (thing), never (man), no (man), none (+ of these things), not (any, at all, -thing), nought"
οὐκέτι,ook-et'-ee,"after that (not), (not) any more, henceforth (hereafter) not, no longer (more), not as yet (now), now no more (not), yet (not)"
οὐκοῦν,ook-oon',then
οὐρά,oo-rah',tail
οὐράνιος,oo-ran'-ee-os,heavenly
οὐρανόθεν,oo-ran-oth'-en,from heaven
οὐρανός,oo-ran-os',"air, heaven(-ly), sky"
οὐσία,oo-see'-ah,"goods, substance"
οὐχί,oo-khee',"nay, not"
οὔπω,oo'-po,"hitherto not, (no…) as yet, not yet"
οὔτε,oo'-teh,"neither, none, nor (yet), (no, yet) not, nothing"
οὕτω,hoo'-to,"after that, after (in) this manner, as, even (so), for all that, like(-wise), no more, on this fashion(-wise), so (in like manner), thus, what"
οὖν,oon,"and (so, truly), but, now (then), so (likewise then), then, therefore, verily, wherefore"
οὖς,ooce,ear
οὗ,hoo,"where(-in), whither(-soever)"
οὗτος,hoo'-tos,"he (it was that), hereof, it, she, such as, the same, these, they, this (man, same, woman), which, who"
πάθημα,path'-ay-mah,"affection, affliction, motion, suffering"
πάθος,path'-os,"(inordinate) affection, lust"
πάλαι,pal'-ahee,"any while, a great while ago, (of) old, in time past"
πάλη,pal'-ay,+ wrestle
πάλιν,pal'-in,again
πάμπολυς,pam-pol-ooce,very great
πάντη,pan'-tay,always
πάντοθεν,pan-toth'-en,"on every side, round about"
πάντοτε,pan'-tot-eh,"alway(-s), ever(-more)"
πάντως,pan'-toce,"by all means, altogether, at all, needs, no doubt, in (no) wise, surely"
πάρδαλις,par'-dal-is,leopard
πάρειμι,par'-i-mee,"come, X have, be here, + lack, (be here) present"
πάρεσις,par'-es-is,remission
πάροδος,par'-od-os,way
πάροικος,par'-oy-kos,"foreigner, sojourn, stranger"
πάροινος,par'-oy-nos,given to wine
πάσχα,pas'-khah,"Easter, Passover"
πάσχω,pas'-kho,"feel, passion, suffer, vex"
πέδη,ped'-ay,fetter
πέλαγος,pel'-ag-os,"depth, sea"
πέμπτος,pemp'-tos,fifth
πέμπω,pem'-po,"send, thrust in"
πένης,pen'-ace,poor
πένθος,pen'-thos,"mourning, sorrow"
πέντε,pen'-teh,five
πέραν,per'-an,"beyond, farther (other) side, over"
πέρας,per'-as,"end, ut-(ter-)most participle"
πέριξ,per'-ix,round about
πέρυσι,per'-oo-si,+ a year ago
πέτομαι,pet'-om-ahee,fly(-ing)
πέτρα,pet'-ra,rock
πήγανον,pay'-gan-on,rue
πήγνυμι,payg'-noo-mee,pitch
πήρα,pay'-rah,scrip
πίμπρημι,pim'-pray-mee,be (X should have) swollen
πίναξ,pin'-ax,"charger, platter"
πίνω,pee'-no,drink
πίπτω,pip'-to,"fail, fall (down), light on"
πίστις,pis'-tis,"assurance, belief, believe, faith, fidelity"
παίζω,paheed'-zo,play
παίω,pah'-yo,"smite, strike"
παγίς,pag-ece',snare
παγιδεύω,pag-id-yoo'-o,entangle
παθητός,path-ay-tos',suffer
παιδάριον,pahee-dar'-ee-on,"child, lad"
παιδίον,pahee-dee'-on,"(little, young) child, damsel"
παιδίσκη,pahee-dis'-kay,"bondmaid(-woman), damsel, maid(-en)"
παιδαγωγός,pahee-dag-o-gos',"instructor, schoolmaster"
παιδεία,pahee-di'-ah,"chastening, chastisement, instruction, nurture"
παιδευτής,pahee-dyoo-tace',"which corrected, instructor"
παιδεύω,pahee-dyoo'-o,"chasten(-ise), instruct, learn, teach"
παιδιόθεν,pahee-dee-oth'-en,of a child
παλαιός,pal-ah-yos',old
παλαιότης,pal-ah-yot'-ace,oldness
παλαιόω,pal-ah-yo'-o,"decay, make (wax) old"
παλιγγενεσία,pal-ing-ghen-es-ee'-ah,regeneration
παμπληθεί,pam-play-thi',all at once
πανήγυρις,pan-ay'-goo-ris,general assembly
πανδοχεύς,pan-dokh-yoos',host
πανδοχεῖον,pan-dokk-i'-on,inn
πανοικί,pan-oy-kee',with all his house
πανοπλία,pan-op-lee'-ah,all (whole) armour
πανουργία,pan-oorg-ee'-ah,"(cunning) craftiness, subtilty"
πανοῦργος,pan-oor'-gos,crafty
πανταχοῦ,pan-takh-oo',"in all places, everywhere"
πανταχόθεν,pan-takh-oth'-en,from every quarter
παντελής,pan-tel-ace',"+ in (no) wise, uttermost"
παντοκράτωρ,pan-tok-rat'-ore,"Almighty, Omnipotent"
παρά,par-ah',"above, against, among, at, before, by, contrary to, X friend, from, + give (such things as they), + that (she) had, X his, in, more than, nigh unto, (out) of, past, save, side…by, in the sight of, than, (there-)fore, with"
παράβασις,par-ab'-as-is,"breaking, transgression"
παράγω,par-ag'-o,"depart, pass (away, by, forth)"
παράδεισος,par-ad'-i-sos,paradise
παράδοξος,par-ad'-ox-os,strange
παράδοσις,par-ad'-os-is,"ordinance, tradition"
παράκειμαι,par-ak'-i-mahee,be present
παράκλησις,par-ak'-lay-sis,"comfort, consolation, exhortation, intreaty"
παράκλητος,par-ak'-lay-tos,"advocate, comforter"
παράλιος,par-al'-ee-os,sea coast
παράπτωμα,par-ap'-to-mah,"fall, fault, offence, sin, trespass"
παράσημος,par-as'-ay-mos,sign
παρέρχομαι,par-er'-khom-ahee,"come (forth), go, pass (away, by, over), past, transgress"
παρέχω,par-ekh'-o,"bring, do, give, keep, minister, offer, shew, + trouble"
παρίημι,par-ee'-ay-mi,hang down
παρίστημι,par-is'-tay-mee,"assist, bring before, command, commend, give presently, present, prove, provide, shew, stand (before, by, here, up, with), yield"
παραβάλλω,par-ab-al'-lo,"arrive, compare"
παραβάτης,par-ab-at'-ace,"breaker, transgress(-or)"
παραβαίνω,par-ab-ah'-ee-no,(by) transgress(-ion)
παραβιάζομαι,par-ab-ee-ad'-zom-ahee,constrain
παραβολή,par-ab-ol-ay',"comparison, figure, parable, proverb"
παραβουλεύομαι,par-ab-ool-yoo'-om-ahee,not (to) regard(-ing)
παραγίνομαι,par-ag-in'-om-ahee,"come, go, be present"
παραγγέλλω,par-ang-gel'-lo,"(give in) charge, (give) command(-ment), declare"
παραγγελία,par-ang-gel-ee'-ah,"charge, command"
παραδέχομαι,par-ad-ekh'-om-ahee,receive
παραδίδωμι,par-ad-id'-o-mee,"betray, bring forth, cast, commit, deliver (up), give (over, up), hazard, put in prison, recommend"
παραδειγματίζω,par-ad-igue-mat-id'-zo,"make a public example, put to an open shame"
παραδιατριβή,par-ad-ee-at-ree-bay',perverse disputing
παραζηλόω,par-ad-zay-lo'-o,provoke to emulation (jealousy)
παραθήκη,par-ath-ay'-kay,committed unto
παραθαλάσσιος,par-ath-al-as'-see-os,upon the sea coast
παραθεωρέω,par-ath-eh-o-reh'-o,neglect
παραινέω,par-ahee-neh'-o,"admonish, exhort"
παραιτέομαι,par-ahee-teh'-om-ahee,"avoid, (make) excuse, intreat, refuse, reject"
