strong,lemma,translit,gloss
H462,אֱלִיעֵינַי,el-ee-ay-nah'ee,Elienai
H463,אֱלִיעָם,el-ee-awm',Eliam
H464,אֱלִיפָז,el-ee-faz',Eliphaz
H465,אֱלִיפַל,el-ee-fawl',Eliphal
H466,אֱלִיפְלֵ֫הוּ,el-ee-fe-lay'-hoo,Elipheleh
H467,אֱלִיפָ֫לֶט,el-ee-feh'-let,"Eliphalet, Eliphelet, Elpalet"
H468,אֱלִיצוּר,el-ee-tsoor',Elizur
H469,אֱלִיצָפָן,el-ee-tsaw-fawn',"Elizaphan, Elzaphan"
H470,אֱלִיקָא,el-ee-kaw',Elika
H471,אֶלְיָקִים,el-yaw-keem',Eliakim
H472,אֱלִישֶׁ֫בַע,el-ee-sheh'-bah,Elisheba
H473,אֱלִישָׁה,el-ee-shaw',Elishah
H474,אֱלִישׁ֫וּעַ,el-ee-shoo'-ah,Elishua
H475,אֶלְיָשִׁיב,el-yaw-sheeb',Eliashib
H476,אֱלִישָׁמָע,el-ee-shaw-maw',Elishama
H477,אֱלִישָׁע,el-ee-shaw',Elisha
H478,אֱלִישָׁפָט,el-ee-shaw-fawt',Elishaphat
H479,אּלֵּך,il-lake',"these, those"
H480,אַלְלַי,al-le-lah'ee,woe
H481,אָלַם,aw-lam',"bind, be dumb, put to silence"
H482,אֵ֫לֶם,ay'-lem,congregation
H483,אּלֵּם,il-lame',dumb (man)
H484,אַלְמֻגִּים,al-moog-gheem',almug trees
H485,אֲלֻמִּים,al-oom-maw',sheaf
H486,NONE,al-mo-dawd',"Almodad, a son of Joktan:--Almodad"
H487,אַלַּמֶּ֫לֶך,al-lam-meh'-lek,Alammelech
H488,אַלְמָן,al-mawn',forsaken
H489,אַלְמֹן,al-mone',widowhood
H490,אַלְמָנָה,al-maw-naw',"desolate house (palace), widow"
H491,אַלְמְנוּת,al-maw-nooth',"widow, widowhood"
H492,אַלְמֹנִי,al-mo-nee',"one, and such"
H493,אֶלְנָ֫עַם,el-nah'-am,Elnaam
H494,אֶלְנָתָן,el-naw-thawn',Elnathan
H495,NONE,el-law-sawr',Ellasar
H496,אֶלְעָד,el-awd',Elead
H497,אֶלְעָדָה,el-aw-daw',Eladah
H498,אֶלְעוּזַי,el-oo-zah'ee,Eluzai
H499,אֶלְעָזָר,el-aw-zawr',Eleazar
H500,אֶלְעָלֵה,el-aw-lay',Elealeh
H501,אֶלְעָשָׂה,el-aw-saw',"Elasah, Eleasah"
H502,אָלַף,aw-lof',"learn, teach, utter"
H503,אָלַף,aw-laf',bring forth thousands
H504,אֲלָפִים,eh'-lef,"family, kine, oxen"
H505,אָ֫לֶפ,eh'-lef,thousand
H506,אֲלַף,al-af',thousand
H507,אֶ֫לֶף,eh'-lef,Eleph
H508,אֶלְפַּ֫עַל,el-pah'-al,Elpaal
H509,אָלַץ,aw-lats',urge
H510,אַלְקוּם,al-koom',no rising up
H511,אֶלְקָנָה,el-kaw-naw',Elkanah
H512,אֶלְקֹשִׁי,el-ko-shee',Elkoshite
H513,אֶלְתּוֹלַד,el-to-lad',Eltolad
H514,NONE,el-te-kay',Eltekeh
H515,אֶלְתְּקֹן,el-te-kone',Eltekon
H516,אַל תַּשְׁחֵת,al tash-kayth',Al-taschith
H517,אֵם,ame,"dam, mother, X parting"
H518,אּם,eem,"(and, can-, doubtless, if, that) (not), + but, either, + except, + more(-over if, than), neither, nevertheless, nor, oh that, or, + save (only, -ing), seeing, since, sith, + surely (no more, none, not), though, + of a truth, + unless, + verily, when, whereas, whether, while, + yet"
H519,אָמָה,aw-maw',"(hand-)bondmaid(-woman), maid(-servant)"
H520,אַמָּה,am-maw',"cubit, + hundred (by exchange for me'ah), measure, post"
H521,אַמִּין,am-maw',cubit
H522,אַמָּה,am-maw',Ammah
H523,אֻמִּים,oom-maw',"nation, people"
H524,אֻמַּיָּא,oom-maw',nation
H525,אָמוֹן,aw-mone',one brought up
H526,אָמוֹן,aw-mone',Amon
H527,אָמוֹן,aw-mone',multitude
H528,אָמוֹן,aw-mone',"multitude, populous"
H529,אֵמֻן,ay-moon',"faith(-ful), truth"
H530,אֱמוּנָה,em-oo-naw',"faith(-ful, -ly, -ness, (man)), set office, stability, steady, truly, truth, verily"
H531,אָמוֹץ,aw-mohts',Amoz
H532,אָמִי,aw-mee',Ami
H533,אַמִּיץ,am-meets',"courageous, mighty, strong (one)"
H534,אָמִיר,aw-meer',"bough, branch"
H535,אָמַל,aw-mal',"languish, be weak, wax feeble"
H536,אֻמְלַל,oom-lal',weak
H537,אֲמֵלָל,am-ay-lawl',feeble
H538,אֲמָם,am-awm',Amam
H539,אָמַן,aw-man',"hence, assurance, believe, bring up, establish, + fail, be faithful (of long continuance, stedfast, sure, surely, trusty, verified), nurse, (-ing father), (put), trust, turn to the right"
H540,אֲמַן,am-an',"believe, faithful, sure"
H541,תַאֲמִין,aw-man',turn to the right
H542,אָמָּן,aw-mawn',cunning workman
H543,אָמֵן,aw-mane',"Amen, so be it, truth"
H544,אֹ֫מֶן,oh-men',truth
H545,אָמְנָה,om-naw',brought up
H546,אָמְנָה,om-naw',indeed
H547,אֹמְנוֹת,om-me-naw',pillar
H548,אֲמָנָה,am-aw-naw',"certain portion, sure"
H549,אֲמָנָה,am-aw-naw',Amana
H550,אַמְנוֹן,am-nohn',Amnon
H551,אָמְנָם,om-nawm',"indeed, no doubt, surely, (it is, of a) true(-ly, -th)"
H552,אֻמְנָם,oom-nawm',in (very) deed; of a surety
H553,אָמַץ,aw-mats',"confirm, be courageous (of good courage, stedfastly minded, strong, stronger), establish, fortify, harden, increase, prevail, strengthen (self), make strong (obstinate, speed)"
H554,אֲמֻצִּים,aw-mohts',bay
H555,אֹ֫מֶץ,o'-mets,stronger
H556,אַמְצָה,am-tsaw',strength
H557,אַמְצִי,am-tsee',Amzi
H558,אֲמַצְיָה,am-ats-yaw',Amaziah
H559,אָמַר,aw-mar',"answer, appoint, avouch, bid, boast self, call, certify, challenge, charge, + (at the, give) command(-ment), commune, consider, declare, demand, X desire, determine, X expressly, X indeed, X intend, name, X plainly, promise, publish, report, require, say, speak (against, of), X still, X suppose, talk, tell, term, X that is, X think, use (speech), utter, X verily, X yet"
H560,אֲמַר,am-ar',"command, declare, say, speak, tell"
H561,אֵ֫מֶר,ay'-mer,"answer, X appointed unto him, saying, speech, word"
H562,אֹ֫מֶר,o'-mer,"promise, speech, thing, word"
H563,אּמְּרִין,im-mar',lamb
H564,אּמֵּר,im-mare',Immer
H565,אּמְרַת,im-raw',"commandment, speech, word"
H566,אּמְרִי,im-ree',Imri
H567,אֱמֹרִי,em-o-ree',Amorite
H568,אֲמַרְיָה,am-ar-yaw',Amariah
H569,NONE,am-raw-fel',Amraphel
H570,אָ֫מֶשׁ,eh'-mesh,"--former time, yesterday(-night)"
H571,אֱמֶת,eh'-meth,"assured(-ly), establishment, faithful, right, sure, true (-ly, -th), verity"
H572,אַמְתַּ֫חַת,am-takh'-ath,sack
H573,אֲמִתַּי,am-it-tah'ee,Amittai
H574,אֵימְתָנִי,em-taw-nee',terrible
H575,אָן,awn,"+ any (no) whither, now, where, whither(-soever)"
H576,אֲנָה,an-aw',"I, as for me"
H577,אָנָּא,awn-naw',"I (me) beseech (pray) thee, O"
H578,אָנָה,aw-naw',"lament, mourn"
H579,אָנָה,aw-naw',"befall, deliver, happen, seek a quarrel"
H580,אֲנוּ,an-oo',we
H581,אּנּוּן,in-noon',"X are, them, these"
H582,אֱנוֹשׁ,en-oshe',"another, X (blood-)thirsty, certain, chap(-man); divers, fellow, X in the flower of their age, husband, (certain, mortal) man, people, person, servant, some ( X of them), + stranger, those, + their trade"
H583,אֱנוֹשׁ,en-ohsh',"Enosh, a son of Seth"
H584,אָנַח,aw-nakh',"groan, mourn, sigh"
H585,אֲנָחָה,an-aw-khaw',"groaning, mourn, sigh"
H586,אֲנַ֫חְנָא,an-akh'-naw,we
H587,אֲנַ֫חְנוּ,an-akh'-noo,"ourselves, us, we"
H588,אֲנָחֲרַת,an-aw-kha-rawth',Anaharath
H589,אָ֫נִי,an-ee',"I, (as for) me, mine, myself, we, X which, X who"
H590,אֳנִי,on-ee',"galley, navy (of ships)"
H591,אֳנִיָּה,on-ee-yaw',ship((-men))
H592,אֲנִיָּה,an-ee-yaw',"lamentation, sorrow"
H593,אֲנִיעָם,an-ee-awm',Aniam
H594,אֲנָך,an-awk',plumb-line
H595,אָנֹכִי,aw-no-kee'} sometimes {aw-no'-kee,"I, me, X which"
H596,אָנַן,aw-nan',complain
H597,אָנַס,aw-nas',compel
H598,אֲנַס,an-as',trouble
H599,אָנַף,aw-naf',be angry (displeased)
H600,אַנְפַּ֫יִם,an-af',"face, visage"
H601,אֲנָפָה,an-aw-faw',heron
H602,אָנַק,aw-nak',"cry, groan"
H603,אֲנָקָה,an-aw-kaw',"crying out, groaning, sighing"
H604,אֲנָקָה,an-aw-kaw',ferret
H605,אָנַשׁ,aw-nash',"desperate(-ly wicked), incurable, sick, woeful"
H606,אֱנָשׁ,en-awsh',"man, + whosoever"
H607,אַנְתָּה,an-taw',"as for thee, thou"
H608,אַנְתּוּן,an-toon',ye
H609,אָסָא,aw-saw',Asa
H610,אָסוּך,aw-sook',pot
H611,אָסוֹן,aws-sone',mischief
H612,אֵסוּר,ay-soor',"band, + prison"
H613,אֱסוּר,es-oor',"band, imprisonment"
H614,אָסִיף,aw-seef',ingathering
H615,אָסִיר,aw-sere',"(those which are) bound, prisoner"
H616,אַסִּיר,as-sere',prisoner
H617,אַסִּיר,as-sere',Assir
H618,אָסָם,aw-sawm',"barn, storehouse"
H619,אַסְנָה,as-naw',Asnah
H620,NONE,os-nap-par',Asnapper
H621,אָסְנַת,aw-se-nath',Asenath
H622,אָסַף,aw-saf',"assemble, bring, consume, destroy, felch, gather (in, together, up again), X generally, get (him), lose, put all together, receive, recover (another from leprosy), (be) rereward, X surely, take (away, into, up), X utterly, withdraw"
H623,אָסָף,aw-sawf',Asaph
H624,אֲסֻפִּים,aw-soof',"threshold, Asuppim"
H625,אֹ֫סֶף,o'-sef,gathering
H626,אֲסֵפָה,as-ay-faw',X together
H627,אֲסֻפּוֹת,as-up-paw',assembly
H628,אַסְפְּסֻף,as-pes-oof',mixt multitude
H629,אָסְפַּרְנָא,os-par-naw',"fast, forthwith, speed(-ily)"
H630,אַסְפָּ֫תָא,as-paw-thaw',Aspatha
H631,אָסַר,aw-sar',"bind, fast, gird, harness, hold, keep, make ready, order, prepare, prison(-er), put in bonds, set in array, tie"
H632,אּסָּר,es-sawr',"binding, bond"
H633,אֱסָר,es-sawr',decree
H634,אֵ֫סַר־חַדֹּן,ay-sar' Chad-dohn',Esar-haddon
H635,אֶסְתֵּר,es-tare',Esther
H636,אָע,aw,"timber, wood"
H637,אַף,af,"also, + although, and (furthermore, yet), but, even, + how much less (more, rather than), moreover, with, yea"
H638,אַף,af,also
H639,אַף,af,"anger(-gry), + before, countenance, face, + forebearing, forehead, + (long-)suffering, nose, nostril, snout, X worthy, wrath"
H640,אָפַד,aw-fad',"bind, gird"
H641,אֵפֹד,ay-fode',Ephod
H642,אֲפֻדַּת,ay-food-daw',"ephod, ornament"
H643,אַפֶּ֫דֶן,ap-peh'-den,palace
H644,אָפָה,aw-faw',"bake(-r, (-meats))"
H645,NONE,ay-fo',from NONE 
H646,אֵפוֹד,ay-fode',ephod
H647,אֲפִ֫יחַ,af-ee'-akh,Aphiah
H648,אֲפִילֹת,aw-feel',not grown up
H649,אַפָּ֫יִם,ap-pah'-yim,Appaim
H650,אֲפִיק,aw-feek',"brook, channel, mighty, river, + scale, stream, strong piece"
H651,אָפֵל,aw-fale',very dark
H652,אֹ֫פֶל,o'fel,"darkness, obscurity, privily"
H653,אֲפֵלָה,af-ay-law',"dark, darkness, gloominess, X thick"
H654,אֶפְלָל,ef-lawl',Ephlal
H655,אֹ֫פֶן,o'-fen,+ fitly
H656,אָפֵס,aw-face',"be clean gone (at an end, brought to nought), fail"
H657,אָ֫פֶס,eh'-fes,"ankle, but (only), end, howbeit, less than nothing, nevertheless (where), no, none (beside), not (any, -withstanding), thing of nought, save(-ing), there, uttermost part, want, without (cause)"
H658,אֶ֫פֶס דַּמִּים,eh'-fes dam-meem',Ephes- dammim
H659,אָ֫פַע,eh'-fah,of nought
H660,אֶפְעֶה,ef-eh',viper
H661,אָפַף,aw-faf',compass
H662,אָפַק,aw-fak',"force (oneself), restrain"
H663,אֲפֵק,af-ake',"Aphek, Aphik"
H664,אֲפֵקָה,af-ay-kaw',Aphekah
H665,אֵ֫פֶר,ay'-fer,ashes
H666,אֲפֵר,af-ayr',ashes
H667,אֶפְרֹחִים,ef-ro'-akh,young (one)
H668,אַפִּרְיוֹן,ap-pir-yone',chariot
H669,אֶפְרַ֫יִם,ef-rah'-yim,"Ephraim, Ephraimites"
H670,אֲפָרְסָיֵא,af-aw-re-sah'ee,Apharsite
H671,אֲפַרְסְכָיֵא,af-ar-sek-ah'ee,"Apharsachites, Apharasthchites"
H672,אֶפְרָת,ef-rawth',"Ephrath, Ephratah"
H673,אֶפְרָתִי,ef-rawth-ee',"Ephraimite, Ephrathite"
H674,אַפְּתֹם,ap-pe-thome',revenue
H675,אֶצְבּוֹן,ets-bone',Ezbon
H676,אֶצְבַּע,ets-bah',"finger, toe"
H677,אֶצְבְּעָן,ets-bah',"finger, toe"
H678,אֲצִילֵי,aw-tseel',"chief man, noble"
H679,אַצִּילֵי,ats-tseel',"(arm) hole, great"
H680,אָצַל,aw-tsal',"keep, reserve, straiten, take"
H681,אֵ֫צֶל,ay'-tsel,"at, (hard) by, (from) (beside), near (unto), toward, with"
H682,אָצַל,aw-tsale',"Azal, Azel"
H683,אֲצַלְיָ֫הוּ,ats-al-yaw'-hoo,Azaliah
H684,אֹ֫צֶם,o'-tsem,Ozem
H685,אֶצְעָדָה,ets-aw-daw',"bracelet, chain"
H686,אָצַר,aw-tsar',"(lay up in) store, + (make) treasure(-r)"
H687,אֵ֫צֶר,ay'-tser,Ezer
H688,אֶקְדָּח,ek-dawkh',carbuncle
H689,אַקּוֹ,ak-ko',wild goat
H690,אֲרָא,ar-aw',Ara
H691,אֶרְאֵל,er-ale',valiant one
H692,אַרְאֵלִי,ar-ay-lee',"Areli, Arelites"
H693,אָרַב,aw-rab',"(lie in) ambush(-ment), lay (lie in) wait"
H694,אֲרָב,ar-awb',Arab
H695,אָ֫רֶב,eh'-reb,"den, lie in wait"
H696,אֹ֫רֶב,o'-reb,wait
H697,אַרְבֶּה,ar-beh',"grasshopper, locust"
H698,אָרְבוֹת,or-ob-aw',spoils
H699,אֲרֻבָּה,ar-oob-baw',"chimney, window"
H700,אֲרֻבּוֹת,ar-oob-both,Aruboth
H701,אַרְבִּי,ar-bee',Arbite
H702,אַרְבַּע,ar-bah',four
H703,אַרְבַּע,ar-bah',four
H704,אַרְבַּע,ar-bah',Arba
H705,אַרְבָּעִים,ar-baw-eem',-forty
H706,אַרְבַּעְתָּ֫יִם,ar-bah-tah'-yim,fourfold
H707,אָרַג,aw-rag',weaver(-r)
H708,אָ֫רֶג,eh'-reg,"beam, weaver's shuttle"
H709,אַרְגֹּב,ar-gobe',Argob
H710,אַרְגְּוָן,arg-ev-awn',purple
H711,אַרְגְּוָנָא,arg-ev-awn',purple
H712,אַרְגַּז,ar-gawz',coffer
H713,אַרְגָּמָן,ar-gaw-mawn',purple
H714,אָרְדְּ,ard,Ard
H715,אַרְדּוֹן,ar-dohn',Ardon
H716,אַרְדִּי,ar-dee,Ardites
H717,אָרָה,aw-raw',"gather, pluck"
H718,אֲרוּ,ar-oo',"behold,lo"
H719,אַרְוַד,ar-vad',Arvad
H720,אֲרוֹד,ar-ode',Arod
H721,אַרְוָדִי,ar-vaw-dee',Arvadite
H722,אֲרוֹדִי,ar-o-dee',"Arodi, Arodites"
H723,אֻרָוֹת,oor-vaw',stall
H724,אֲרוּכָה,ar-oo-kaw',"health, made up, perfected"
H725,אֲרוּמָה,ar-oo-maw',Arumah
H726,אֲרֹמִים,ar-o-mee',Syrian
H727,אָרוֹן,aw-rone',"ark, chest, coffin"
H728,NONE,ar-av-naw',Araunah
H729,אָרַז,aw-raz',made of cedar
H730,אָ֫רֶז,eh-rez',cedar (tree)
H731,אַרְזָה,ar-zaw',cedar work
H732,אָרַח,aw-rakh',"go, wayfaring (man)"
H733,אָרַח,aw-rakh',way faring
H734,אֹ֫רַח,o'-rakh,"manner, path, race, rank, traveller, troop, (by-, high-)way"
H735,אֹ֫רַח,o'-rakh,way
H736,אֹרְחַת,o-rekh-aw',(travelling) company
H737,אֲרֻחָה,ar-oo-khaw',"allowance, diet, dinner, victuals"
H738,אֲרִי,ar-ee',"(young) lion, + pierce (from the margin)"
H739,אֲרִיאֵל,ar-ee-ale',lionlike men
H740,אֲרִאֵל,ar-ee-ale',Ariel
H741,אֲרִאֵיל,ar-ee-ale',altar
H742,אֲרִדַי,ar-ee-dah'-ee,Aridai
H743,אֲרִידָ֫תָא,ar-ee-daw-thaw',Aridatha
H744,אַרְיֵה,ar-yay',lion
H745,אַרְיֵה,ar-yay',Arieh
H746,אַרְיוֹך,ar-yoke',Arioch
H747,אֲרִיסַי,ar-ee-sah'-ee,Arisai
H748,אָרַך,aw-rak',"defer, draw out, lengthen, (be, become, make, pro-)long, + (out-, over-)live, tarry (long)"
H749,אֲרִיך,ar-ak',be meet
H750,אֶ֫רֶך,aw-rake',"long(-suffering, -winged), patient, slow (to anger)"
H751,אֶ֫רֶך,eh'-rek,Erech
H752,אֲרֻכָּה,aw-roke',long
H753,אֹ֫רֶך,o'rek',"+ forever, length, long"
H754,אַרְכָה,ar-kaw',"lengthening, prolonged"
H755,אַרְכּוּבָן,ar-koo-baw',knee
H756,אַרְכְּוָיֵ,ar-kev-ah'ee,Archevite
H757,אַרְכִּי,ar-kee',"Archi, Archite"
H758,אֲרָם,arawm',"Aram, Mesopotamia, Syria, Syrians"
H759,אַרְמוֹן,ar-mone',"castle, palace"
H760,אֲרַם צוֹבָה,ar-am' tso-baw',Aram-zobah
H761,אֲרַמִּי,ar-am-mee',"Syrian, Aramitess"
H762,אֲרָמִית,ar-aw-meeth',"in the Syrian language (tongue), in Syriac"
H763,אֲרַם נַהֲרַ֫יִם,ar-am' nah-har-ah'-yim,"Aham-naharaim, Mesopotamia"
H764,אַרְמֹנִי,ar-mo-nee',Armoni
H765,אֲרָן,ar-awn',Aran
H766,אֹ֫רֶן,o'-ren,ash
H767,אֹ֫רֶן,o'-ren,Oren
H768,אַרְנֶ֫בֶת,ar-neh'-beth,hare
H769,אַרְנוֹן,ar-nohn',Arnon
H770,אַרְנָן,ar-nawn',Arnan
H771,אָרְנָן,or-nawn',Ornan
H772,אַרְעָא,ar-ah',"earth, interior"
H773,אַרְעִית,arh-eeth',bottom
H774,אַרְפָּד,ar-pawd',"Arpad, Arphad"
H775,אַרְפַּכְשַׁד,ar-pak-shad',Arphaxad
H776,אָ֫רֶץ,eh'-rets,"X common, country, earth, field, ground, land, X natins, way, + wilderness, world"
H777,אַרְצָא,ar-tsaw',Arza
H778,אַרְקָא,ar-ak',earth
H779,אָרַר,aw-rar',X bitterly curse
H780,אֲרָרָט,ar-aw-rat',"Ararat, Armenia"
H781,אָרַשׂ,aw-ras',"betroth, espouse"
H782,אֲרֶ֫שֶׁת,ar-eh'-sheth,request
H783,אַרְתַּחְשַׁשְׁתָּא,ar-takh-shash-taw',Artaxerxes
H784,אֵשׁ,aysh,"burning, fiery, fire, flaming, hot"
H785,אֶשָּׁא,aysh,flame
H786,אּשׁ,eesh,"are there, none can"
H787,אֻשַּׁיָּא,ohsh,foundation
H788,אַשְׁבֵּל,ash-bale',Ashbel
H789,אַשְׁבֵּלִי,ash-bay-lee',Ashbelites
H790,אֶשְׁבָּן,esh-bawn',Eshban
H791,אַשְׁבֵּ֫עַ,ash-bay'-ah,Ashbea
H792,אֶשְׁבָּ֫עַל,esh-bah'-al,Eshbaal
H793,אֶ֫שֶׁד,eh'-shed,stream
H794,אֲשֵׁדוֹת,ash-ay-daw',springs
H795,אַשְׁדּוֹד,ash-dode',Ahdod
H796,אַשְׁדּוֹדִי,ash-do-dee',"Ashdodites, of Ashdod"
H797,אַשְׁדּוֹדִית,ash-do-deeth',in the speech of Ashdod
H798,אַשְׁדּוֹת הַפִּסְגָּה,ash-doth' hap-pis-gaw',Ashdoth-pisgah
H799,אֵשׁ דָּת,esh-dawth',fiery law
H800,מֵאֵשׁ,esh-shaw',fire
H801,אּשֶּׁה,ish-shaw',"(offering, sacrifice), (made) by fire"
H802,נָשִׁים,ish-shaw',"(adulter)ess, each, every, female, X many, + none, one, + together, wife, woman"
H803,אָשְׁוִיֹּת,ash-oo-yah',foundation
H804,אַשּׁוּר,ash-shoor',"Asshur, Assur, Assyria, Assyrians"
H805,אֲשׁוּרִי,ash-oo-ree',"Asshurim, Ashurites"
H806,אַשְׁחוּר,ash-khoor',Ashur
H807,אֲשִׁימָא,ash-ee-maw',Ashima
H808,אֲשִׁישֵׁי,aw-sheesh',foundation
H809,אֲשִׁישֵׁי,ash-ee-shaw',flagon
H810,אָ֫שֶׁך,eh'-shek,stone
H811,אֶשְׁכּוֹל,esh-kole',cluster (of grapes)
H812,אֶשְׁכֹּל,esh-kole',Eshcol
H813,NONE,ash-ken-az',Ashkenaz
H814,אֶשְׁכָּר,esh-cawr',"gift, present"
H815,אֵ֫שֶׁל,ay'-shel,"grove, tree"
H816,אָשַׁם,aw-sham',"X certainly, be(-come, made) desolate, destroy, X greatly, be(-come, found, hold) guilty, offend (acknowledge offence), trespass"
H817,אָשָׁם,aw-shawm',"guiltiness, (offering for) sin, trespass (offering)"
H818,אָשֵׁם,aw-shame',"one which is faulty, guilty"
H819,אַשְׁמָה,ash-maw',"offend, sin, (cause of) trespass(-ing, offering)"
H820,אַשְׁמַנִּים,ash-mawn',desolate place
H821,אַשְׁמֹ֫רֶת,ash-moo-raw',watch
H822,אֶשְׁנָב,esh-nawb',"casement, lattice"
H823,אַשְׁנָה,ash-naw',Ashnah
H824,אֶשְׁעָן,esh-awn',Eshean
H825,אַשָּׁפִים,ash-shawf',astrologer
H826,אָשַׁף,ash-shawf',astrologer
H827,אַשְׁפָּה,ash-paw',quiver
H828,NONE,ash-pen-az',Ashpenaz
H829,אֶשְׁפָּר,esh-pawr',good piece (of flesh)
H830,אַשְׁפּוֹת,ash-pohth',dung (hill)
H831,אַשְׁקְלוֹן,ash-kel-one',"Ashkelon, Askalon"
H832,אֶשְׁקְלוֹנִי,esh-kel-o-nee',Eshkalonites
H833,אָשַׁר,aw-shar',"(call, be) bless(-ed, happy), go, guide, lead, relieve"
H834,אֲשֶׁר,ash-er',"X after, X alike, as (soon as), because, X every, for, + forasmuch, + from whence, + how(-soever), X if, (so) that ((thing) which, wherein), X though, + until, + whatsoever, when, where (+ -as, -in, -of, -on, -soever, -with), which, whilst, + whither(- soever), who(-m, -soever, -se)"
H835,אַשְׁרֵי,eh'-sher,"blessed, happy"
H836,אָשֵׁר,aw-share',"Asher, a son of Jacob, and the tribe descended from him, with its territory"
H837,אֹ֫שֶׁר,o'-sher,happy
H838,אֲשׁוּר,aw-shoor',"going, step"
H839,אֲשֻׁרִים,ash-oor',Ashurite
H840,אֲשַׂרְאֵל,as-ar-ale',Asareel
H841,אֲשַׂרְאֵ֫לָה,as-ar-ale'-aw,Asarelah
H842,אֲשֵׁרָה,ash-ay-raw',grove
H843,אָשֵׁרִי,aw-shay-ree',Asherites
H844,אַשְׂרִיאֵל,as-ree-ale',"Ashriel, Asriel"
H845,אַשְׂרִאֵלִי,as-ree-ale-ee',Asrielites
H846,אֻשַּׁרְנָא,oosh-ar-naw',wall
H847,אֶשְׁתָּאֹל,esh-taw-ole',Eshtaol
H848,אֶשְׁתָּאֻלִי,esh-taw-oo-lee',Eshtaulites
H849,אֶשְׁתַּדּוּר,esh-tad-dure',sedition
H850,אֶשְׁתּוֹן,esh-tone',Eshton
H851,NONE,esh-tem-o'-ah,"Eshtemoa, Eshtemoh"
H852,אָתִין,awth,sign
H853,אוֹת,ayth,(as such unrepresented in English)
H854,אוֹת,ayth,"against, among, before, by, for, from, in(-to), (out) of, with"
H855,אֵתִים,ayth,"coulter, plowshare"
H856,אֶתְבַּ֫עַל,eth-bah'-al,Ethbaal
H857,אָתָה,aw-thaw',"(be-, things to) come (upon), bring"
H858,אָתָה,aw-thaw',"(be-)come, bring"
H859,אַתְּ,at-taw',"thee, thou, ye, you"
H860,אָתוֹן,aw-thone',(she) ass
H861,אַתּוּן,at-toon',furnace
H862,אַתִּיק,at-tooke',gallery
H863,אּיתַי,it-tah'ee,"Ithai, Ittai"
H864,אֵתָם,ay-thawm',Etham
H865,אֶתְמוֹל,eth-mole',"+ before (that) time, + heretofore, of late (old), + times past, yester(day)"
H866,אֶתְנָה,eth-naw',reward
H867,אֶתְנִי,eth-nee',Ethni
H868,אֶתְנָן,eth-nan',"hire, reward"
H869,אֶתְנָן,eth-nan',Ethnan
H870,אֲתַר,ath-ar',"after, place"
H871,אֲתָרִים,ath-aw-reem',spies
H872,בִּאָה,be-aw',entry
H873,בִּאישְׁתָּא,be-oosh',bad
H874,בָּאַר,baw-ar',"declare, (make) plain(-ly)"
H875,בְּאֵר,be-ayr',"pit, well"
H876,בְּאֵ֫רָה,be-ayr',Beer
H877,בֹּארוֹת,bore,cistern
H878,בְּאֵרָא,be-ay-raw',Beera
H879,בְּאֵר אֵילִים,be-ayr' ay-leem',Beer-elim
H880,בְּאֵרָה,be-ay-raw',Beerah
H881,בְּאֵרוֹת,be-ay-rohth',Beeroth
H882,בְּאֵרִי,be-ay-ree',Beeri
H883,בְּאֵר לַחַי רֹאּי,be-ayr' lakh-ah'ee ro-ee',Beer-lahai-roi
H884,בְּאֵר שָׁ֫בַע,be-ayr' sheh'-bah,Beer-shebah
H885,בְּאֵרֹת בְּנֵי־יַעֲקָן,be-ay-roth' be-nay' yah-a-can',Beeroth of the children of Jaakan
H886,בְּאֵרֹתִי,be-ay-ro-thee',Beerothite
H887,בָּאַשׁ,baw-ash',"(make to) be abhorred (had in abomination, loathsome, odious), (cause a, make to) stink(-ing savour), X utterly"
H888,בְּאֵשׁ,be-aysh',displease
H889,בְּאֹשׁ,be-oshe',stink
H890,בָּאְשָׁה,bosh-aw',cockle
H891,בְּאֻשִׁים,be-oo-sheem',wild grapes
H892,בָּבַת,baw-baw',apple (of the eye)
H893,בֵּבָי,bay-bah'ee,Bebai
H894,בָּבֶל,baw-bel',"Babel, Babylon"
H895,בָּבֶל,baw-bel',Babylon
H896,בָּבְלָיֵא,bab-lee',Babylonia
H897,בַּג,bag,spoil (from the margin for baz
H898,בָּגַד,baw-gad',"deal deceitfully (treacherously, unfaithfully), offend, transgress(-or), (depart), treacherous (dealer, -ly, man), unfaithful(-ly, man), X very"
H899,בֶּ֫גֶד,behg'-ed,"apparel, cloth(-es, ing), garment, lap, rag, raiment, robe, X very (treacherously), vesture, wardrobe"
